/*Owner & Copyrights: Vance King Saxbe. A.*/4,683.74:03:02:22
4,836.78:10:09:51
4,836.81:10:10:07
4,836.48:10:10:14
4,836.74:10:10:34
4,837.47:10:11:00
4,837.09:10:11:27
4,837.84:10:11:41
4,837.72:10:12:04
4,837.70:10:12:15
4,838.35:10:12:33
4,838.80:10:12:43
4,838.61:10:12:58
4,839.37:10:13:33
4,839.61:10:13:45
4,839.68:10:14:07
4,840.21:10:14:12
4,840.52:10:14:30
4,840.21:10:14:42
4,839.46:10:15:38
4,840.77:10:16:00
4,841.09:10:16:23
4,840.92:10:16:31
4,840.08:10:16:42
4,839.91:10:16:56
4,840.08:10:17:12
4,839.48:10:17:31
4,838.40:10:18:19
4,838.39:10:18:28
4,838.51:10:18:51
4,835.44:10:20:13
4,835.43:10:20:29
4,834.43:10:20:42
4,834.55:10:21:16
4,836.88:10:21:35
4,836.30:10:21:44
4,835.76:10:21:56
4,834.65:10:22:31
4,835.97:10:22:40
4,836.02:10:22:56
4,833.94:10:23:12
4,833.85:10:23:31
4,836.09:10:24:08
4,835.94:10:24:18
4,833.97:10:24:35
4,834.36:10:24:47
4,834.34:10:25:16
4,836.46:10:25:36
4,837.01:10:25:48
4,836.78:10:26:01
4,836.65:10:26:17
4,836.80:10:26:28
4,834.99:10:26:48
4,834.92:10:27:01
4,835.90:10:27:13
4,834.70:10:27:29
4,834.83:10:27:47
4,836.58:10:27:58
4,836.60:10:28:24
4,836.35:10:28:51
4,836.45:10:29:30
4,835.84:10:29:56
4,836.02:10:30:11
4,836.73:10:30:21
4,836.22:10:30:29
4,835.44:10:30:50
4,837.68:10:31:04
4,835.01:10:31:34
4,837.59:10:32:16
4,837.38:10:32:44
4,837.68:10:33:12
4,834.90:10:33:36
4,835.81:10:34:04
4,838.21:10:34:24
4,835.16:10:34:39
4,835.34:10:34:52
4,838.19:10:35:05
4,838.04:10:35:29
4,838.05:10:35:50
4,837.97:10:36:12
4,835.22:10:36:50
4,835.76:10:37:24
4,838.21:10:37:47
:10:39:02
4,834.84:10:39:12
4,835.46:10:39:39
4,834.27:10:39:51
4,836.84:10:40:08
4,836.90:10:40:18
4,837.38:10:40:33
4,835.22:10:40:49
4,838.74:10:41:55
4,838.43:10:42:13
4,836.18:10:42:33
4,835.26:10:47:53
4,835.24:10:48:05
4,836.94:10:48:15
4,836.89:10:48:26
4,836.86:10:49:11
4,836.49:10:49:58
4,836.45:10:50:29
4,838.53:10:50:51
4,838.30:10:51:03
4,834.89:10:51:15
4,834.88:10:51:27
4,834.89:10:51:53
4,834.75:10:52:04
4,834.77:10:52:16
4,834.71:10:52:29
4,832.53:10:52:45
4,832.56:10:52:56
4,833.46:10:53:50
4,832.90:10:53:57
4,829.36:10:54:22
4,826.64:10:54:34
4,828.73:10:54:46
4,824.34:10:54:59
4,824.28:10:55:18
4,824.23:10:55:28
4,826.15:10:55:44
4,822.86:10:55:56
4,821.85:10:56:13
4,823.61:10:56:31
4,823.33:10:56:42
4,822.72:10:56:59
4,824.03:10:57:16
4,823.01:10:57:29
4,824.24:10:57:52
4,822.00:10:57:56
4,821.96:10:58:14
4,823.37:10:58:27
4,821.66:10:58:41
4,820.47:10:59:10
4,818.65:10:59:13
4,818.68:10:59:26
4,818.21:10:59:43
4,820.84:10:59:56
4,818.09:11:00:13
4,815.62:11:00:27
4,816.02:11:00:43
4,816.10:11:00:58
4,816.03:11:01:12
4,818.84:11:01:28
4,818.98:11:01:44
4,818.42:11:02:03
4,818.05:11:02:14
4,818.11:11:02:34
4,818.91:11:02:43
4,819.31:11:03:00
4,819.98:11:03:23
4,819.33:11:03:35
4,820.98:11:03:59
4,822.34:11:04:12
4,822.59:11:04:27
4,820.97:11:04:41
4,823.22:11:04:57
4,828.28:11:05:13
4,829.13:11:05:27
4,828.14:11:05:41
4,828.45:11:05:58
4,829.33:11:06:14
4,829.73:11:06:28
4,829.62:11:06:43
4,831.54:11:07:13
4,831.03:11:07:28
4,831.01:11:07:41
4,831.96:11:07:58
4,830.86:11:08:11
4,830.52:11:08:26
4,830.51:11:08:42
4,830.68:11:08:57
4,831.90:11:09:14
4,831.96:11:09:27
4,829.87:11:09:42
4,829.93:11:09:56
4,829.75:11:10:30
4,829.74:11:10:42
4,829.69:11:11:00
4,829.63:11:11:13
4,830.63:11:11:27
4,831.72:11:11:43
4,831.61:11:11:57
4,831.35:11:12:12
4,831.58:11:12:28
4,832.29:11:12:43
4,831.74:11:12:58
4,831.51:11:13:27
4,831.34:11:13:43
4,831.54:11:13:58
4,831.38:11:14:12
4,830.57:11:14:28
4,830.71:11:14:43
4,830.67:11:14:59
4,830.98:11:15:14
4,831.01:11:15:31
4,830.14:11:15:42
4,828.28:11:16:00
4,826.96:11:16:14
4,828.15:11:16:30
4,828.01:11:16:42
4,830.03:11:16:56
4,829.54:11:17:12
4,830.14:11:17:43
4,830.79:11:17:56
4,831.27:11:18:13
4,831.32:11:18:42
4,830.64:11:18:58
4,830.75:11:19:16
4,832.23:11:19:28
4,831.23:11:20:00
4,830.97:11:20:15
4,830.54:11:20:30
4,830.43:11:20:42
4,830.50:11:20:57
4,830.53:11:21:12
4,830.55:11:21:30
4,830.50:11:21:46
4,830.58:11:22:02
4,830.59:11:22:12
4,830.44:11:22:45
4,830.69:11:22:58
4,829.59:11:23:11
4,831.79:11:23:31
4,831.68:11:24:12
4,831.64:11:24:28
4,832.26:11:24:43
4,831.51:11:24:58
4,831.63:11:25:14
4,831.34:11:25:43
4,831.95:11:25:59
4,836.98:11:26:13
4,836.87:11:26:28
4,836.40:11:26:43
4,836.62:11:26:58
4,837.32:11:27:14
4,837.44:11:27:27
4,837.47:11:27:43
4,837.90:11:27:58
4,837.35:11:28:13
4,837.23:11:28:28
4,837.15:11:28:57
4,837.42:11:29:11
4,837.04:11:29:42
4,836.94:11:29:58
4,836.97:11:30:13
4,837.25:11:30:27
4,837.44:11:30:42
4,837.39:11:30:58
4,837.43:11:31:13
4,838.02:11:31:31
4,838.18:11:31:45
4,838.60:11:31:59
:11:32:01
4,838.60:11:32:02
4,838.73:11:32:14
4,838.35:11:32:30
4,838.39:11:32:44
4,837.58:11:32:59
4,837.50:11:33:14
4,837.99:11:33:44
4,837.95:11:34:00
4,837.91:11:34:12
4,837.84:11:34:28
4,838.80:11:34:44
4,837.84:11:34:58
4,837.80:11:35:11
4,837.79:11:35:28
4,837.81:11:35:45
4,837.74:11:36:00
4,837.71:11:36:13
4,837.63:11:36:29
4,837.64:11:36:42
4,838.37:11:36:58
4,838.25:11:37:11
4,836.66:11:37:58
4,835.86:11:38:13
4,835.80:11:38:58
4,837.44:11:39:15
4,837.25:11:39:29
4,836.10:11:39:44
4,837.02:11:39:59
4,837.18:11:40:14
4,836.95:11:40:27
4,837.06:11:40:43
4,836.90:11:40:57
4,836.82:11:41:27
4,836.24:11:41:43
4,836.18:11:41:59
4,836.30:11:42:13
4,835.51:11:42:28
4,835.39:11:42:43
4,838.07:11:43:10
4,838.58:11:43:16
4,837.48:11:43:30
4,837.50:11:43:45
4,837.54:11:44:00
4,839.12:11:44:12
4,839.07:11:44:29
4,839.01:11:44:44
4,838.94:11:45:13
4,838.73:11:45:29
4,838.70:11:45:42
4,838.16:11:45:57
4,838.71:11:46:13
4,837.52:11:46:28
4,834.95:11:46:44
4,835.06:11:47:13
4,835.05:11:47:29
4,833.86:11:47:42
4,835.46:11:47:58
4,835.66:11:48:12
4,832.43:11:48:28
4,835.73:11:48:42
4,835.41:11:48:58
4,833.16:11:49:13
4,833.12:11:49:27
4,831.49:11:49:41
4,832.02:11:49:58
4,831.98:11:50:14
4,831.88:11:50:41
4,833.72:11:50:58
4,833.68:11:51:13
4,833.89:11:51:28
4,829.02:11:51:44
4,829.20:11:52:27
4,827.49:11:52:46
4,826.29:11:53:00
4,825.77:11:53:13
4,825.69:11:53:28
4,825.38:11:53:52
4,822.74:11:54:01
4,823.85:11:54:15
4,821.21:11:54:28
4,821.09:11:54:41
4,821.21:11:54:44
4,821.09:11:54:45
4,821.27:11:55:15
4,824.02:11:55:28
4,824.01:11:55:42
4,824.40:11:55:58
4,824.39:11:56:12
4,825.64:11:56:44
4,825.70:11:57:14
4,825.50:11:57:30
4,823.32:11:57:46
4,822.96:11:58:05
4,822.74:11:58:13
4,821.97:11:58:29
4,822.83:11:58:46
4,822.91:11:58:58
4,822.82:11:59:28
4,822.71:11:59:43
4,823.50:12:01:56
4,823.58:12:01:59
4,822.34:12:02:13
4,822.36:12:02:29
4,822.38:12:02:42
4,824.61:12:03:04
4,822.64:12:03:27
4,822.85:12:03:39
4,822.87:12:03:51
4,824.03:12:04:03
4,826.77:12:04:16
4,823.12:12:04:28
4,823.27:12:04:52
4,823.37:12:05:04
4,823.41:12:05:17
4,823.12:12:05:29
4,826.45:12:05:53
4,826.36:12:06:08
4,826.38:12:06:17
4,826.93:12:06:29
4,825.98:12:07:21
4,825.94:12:07:33
4,825.97:12:07:46
4,825.70:12:07:58
4,826.65:12:08:22
4,826.34:12:08:34
4,825.29:12:47:50
4,824.46:12:48:02
4,824.28:12:48:30
4,824.26:12:49:05
4,824.07:12:49:17
4,823.51:12:49:41
4,823.97:12:49:53
4,824.07:12:50:05
4,821.87:12:50:17
4,821.83:12:50:29
4,822.90:12:51:02
4,822.29:12:51:18
4,824.16:12:51:43
4,823.93:12:51:51
4,824.16:12:52:03
4,821.96:12:52:13
4,824.62:12:52:29
4,821.96:12:52:41
4,824.62:12:52:54
4,824.57:12:53:07
:12:54:18
4,819.35:12:54:22
4,822.67:12:54:29
4,822.10:12:54:45
4,821.78:12:54:59
4,821.01:12:55:16
4,821.02:12:55:29
4,821.38:12:55:51
4,821.65:12:56:15
4,821.76:12:56:37
4,821.35:12:56:51
4,822.12:12:57:02
4,820.40:12:57:14
4,820.38:12:57:38
4,820.56:12:57:50
4,818.50:12:58:03
4,817.26:12:58:15
4,815.82:12:58:33
4,816.88:12:58:45
4,817.04:12:59:00
4,817.78:12:59:13
4,818.19:12:59:30
4,818.15:12:59:50
4,818.20:01:00:02
4,818.14:01:00:14
4,817.90:01:00:38
4,817.66:01:00:50
4,814.68:01:01:03
4,815.10:01:01:15
4,815.18:01:01:39
4,814.72:01:01:51
4,814.79:01:01:59
4,811.93:01:02:14
4,811.06:01:02:28
4,811.79:01:02:58
4,812.89:01:03:23
4,816.10:01:03:32
4,816.26:01:03:45
4,816.30:01:04:09
4,815.31:01:04:21
4,815.13:01:04:46
4,815.25:01:05:10
4,815.85:01:05:22
4,815.91:01:05:33
4,816.07:01:05:44
4,816.62:01:05:58
4,816.67:01:06:48
4,815.57:01:07:01
4,815.79:01:07:15
4,815.82:01:07:30
4,815.93:01:08:01
4,816.01:01:08:15
4,816.11:01:08:30
4,815.96:01:08:46
4,816.05:01:09:02
4,816.03:01:09:17
4,817.13:01:09:30
4,817.18:01:09:46
4,817.17:01:10:01
4,819.90:01:10:15
4,820.02:01:10:35
4,820.10:01:10:51
4,819.33:01:11:01
4,819.17:01:11:20
4,819.15:01:11:30
4,818.83:01:11:55
4,819.11:01:12:21
4,819.39:01:12:33
4,816.09:01:12:46
4,818.64:01:13:39
4,818.82:01:14:01
4,817.94:01:14:14
4,817.51:01:14:46
4,818.24:01:15:00
4,818.38:01:15:13
4,818.37:01:15:32
4,818.41:01:16:29
4,818.26:01:16:53
4,818.30:01:17:05
4,818.35:01:17:25
4,818.45:01:17:34
4,818.43:01:17:45
4,818.28:01:17:59
4,818.48:01:18:14
4,818.44:01:18:56
4,818.56:01:19:12
4,817.51:01:19:18
4,818.62:01:19:30
4,818.53:01:19:46
4,818.69:01:20:03
4,817.63:01:20:14
4,816.99:01:20:29
4,816.90:01:20:49
4,816.59:01:21:00
4,816.81:01:21:23
4,816.67:01:21:35
4,816.16:01:21:47
4,817.59:01:21:59
4,817.61:01:22:25
4,817.64:01:22:38
4,817.95:01:22:50
4,817.54:01:23:03
4,817.74:01:23:15
4,817.56:01:23:40
4,817.59:01:23:53
4,815.29:01:24:15
4,816.90:01:24:45
4,817.00:01:25:23
4,816.83:01:25:30
4,813.86:01:25:47
4,815.87:01:27:18
4,812.55:01:27:30
4,815.81:01:27:53
4,815.58:01:28:06
4,815.53:01:28:18
4,815.64:01:28:30
4,815.59:01:28:46
4,812.29:01:29:06
4,812.38:01:29:20
4,811.77:01:29:31
4,811.92:01:29:43
4,812.69:01:30:10
4,812.58:01:30:17
4,810.24:01:32:34
4,813.59:01:33:00
4,813.57:01:33:15
4,813.58:01:33:36
4,810.53:01:33:44
4,812.66:01:34:00
4,812.81:01:34:29
4,812.69:01:35:01
4,812.15:01:35:17
4,810.86:01:35:32
4,811.83:01:35:48
4,810.52:01:36:00
4,810.49:01:36:15
4,808.34:01:36:51
4,808.21:01:37:02
4,808.20:01:37:19
4,808.52:01:37:28
4,808.70:01:37:45
4,811.81:01:38:14
4,811.83:01:38:17
4,811.84:01:38:31
4,812.28:01:38:48
4,813.04:01:39:01
4,813.02:01:39:18
4,814.10:01:39:47
4,814.07:01:40:04
4,812.66:01:40:30
4,812.70:01:40:45
4,812.55:01:41:03
4,809.89:01:41:16
4,810.65:01:41:30
4,810.71:01:42:03
4,810.39:01:42:16
4,809.87:01:42:30
4,809.81:01:42:44
4,809.71:01:42:59
4,812.45:01:43:14
4,812.35:01:43:32
4,812.18:01:43:45
4,813.44:01:44:17
4,813.43:01:44:34
4,811.77:01:44:44
4,811.31:01:45:00
4,811.15:01:45:46
4,811.51:01:46:01
4,810.41:01:46:14
4,810.32:01:46:33
4,810.69:01:46:44
4,822.46:01:47:10
4,820.94:01:47:27
4,815.75:01:47:40
4,815.99:01:47:50
4,816.79:01:47:59
4,816.59:01:48:17
4,822.32:01:48:43
4,822.47:01:48:47
4,822.43:01:49:00
4,824.07:01:49:17
4,824.67:01:49:30
4,824.45:01:49:46
4,820.66:01:50:05
4,818.24:01:50:19
4,818.83:01:50:29
4,818.93:01:50:46
4,819.07:01:51:01
4,819.31:01:51:15
4,819.35:01:51:31
4,818.65:01:51:46
4,818.47:01:52:02
4,818.51:01:52:15
4,818.54:01:52:33
4,818.58:01:52:47
4,818.60:01:53:02
4,818.06:01:53:16
4,817.79:01:53:48
4,817.84:01:54:01
4,817.93:01:54:19
4,818.64:01:54:30
4,818.71:01:54:47
4,818.65:01:55:04
4,818.43:01:55:23
4,818.37:01:55:35
4,821.09:01:56:02
4,821.07:01:56:18
4,821.11:01:59:59
4,821.14:02:00:01
4,820.12:02:00:14
4,819.78:02:00:31
4,819.65:02:00:45
4,823.70:02:01:00
4,830.94:02:01:16
4,831.36:02:01:32
4,829.17:02:01:47
4,827.70:02:02:01
4,827.62:02:02:15
4,828.05:02:02:31
4,827.96:02:02:46
4,827.93:02:02:59
4,827.51:02:03:15
4,821.85:02:03:29
4,822.03:02:03:47
4,821.96:02:03:59
4,821.87:02:04:18
4,822.30:02:04:30
4,820.60:02:04:47
4,820.55:02:05:02
4,822.22:02:05:22
4,822.13:02:05:29
4,822.10:02:07:46
4,822.24:02:08:03
4,823.88:02:08:20
4,825.81:02:08:29
4,825.88:02:08:51
4,825.49:02:09:00
4,825.60:02:09:14
4,827.05:02:09:29
4,827.59:02:09:52
4,828.27:02:10:01
4,828.20:02:10:15
4,828.27:02:10:19
4,828.20:02:10:20
4,826.83:02:10:30
4,826.81:02:10:45
4,827.02:02:11:03
4,823.51:02:11:18
4,822.40:02:11:29
4,822.51:02:11:44
4,816.70:02:12:02
4,816.74:02:12:31
4,816.72:02:13:08
4,815.99:02:13:17
4,819.86:02:13:49
4,820.59:02:14:08
4,820.27:02:14:24
4,824.66:02:14:41
4,822.12:02:15:56
4,822.11:02:16:03
4,822.01:02:16:15
4,820.63:02:16:31
4,821.73:02:16:47
4,821.76:02:17:18
4,823.28:02:17:32
4,822.57:02:17:46
4,822.71:02:18:00
4,822.75:02:18:18
4,822.63:02:18:30
4,822.74:02:18:44
4,820.18:02:19:03
4,818.99:02:19:17
4,819.07:02:19:30
4,817.53:02:20:02
4,817.57:02:20:15
4,817.55:02:20:31
4,817.29:02:20:49
4,817.12:02:21:01
4,816.16:02:21:16
4,815.03:02:21:29
4,816.16:02:21:30
4,815.03:02:21:32
4,814.35:02:22:00
4,815.06:02:22:17
4,815.22:02:22:32
4,815.24:02:22:48
4,815.27:02:23:31
4,815.48:02:23:46
4,815.87:02:24:02
4,815.86:02:24:17
4,815.50:02:24:30
4,815.25:02:25:00
4,815.18:02:25:16
4,814.90:02:25:31
4,814.79:02:25:54
4,815.41:02:26:02
4,815.20:02:26:37
4,815.41:02:26:46
4,814.95:02:27:02
4,814.80:02:27:16
4,814.93:02:27:34
4,813.79:02:27:45
4,815.15:02:28:04
4,814.92:02:28:20
4,814.85:02:28:40
4,814.79:02:28:45
4,815.89:02:29:02
4,816.04:02:29:17
4,815.92:02:29:31
4,816.10:02:30:01
4,816.31:02:30:17
4,816.27:02:30:46
4,816.75:02:31:04
4,815.99:02:31:25
4,815.94:02:31:49
4,815.86:02:32:01
4,815.71:02:32:32
4,815.73:02:32:49
4,816.84:02:33:02
4,816.85:02:33:17
4,817.01:02:33:46
4,816.94:02:34:01
4,816.98:02:34:15
4,816.94:02:34:31
4,817.03:02:34:49
4,817.67:02:35:00
4,817.70:02:35:15
4,816.95:02:36:01
4,816.97:02:36:16
4,817.03:02:36:32
4,813.45:02:49:51
4,815.70:02:50:03
4,813.39:02:50:15
4,812.48:02:50:31
4,811.97:02:50:49
4,812.00:02:51:00
4,814.86:02:51:15
4,815.02:02:51:34
4,814.95:02:51:46
4,815.05:02:52:03
4,815.16:02:52:16
4,815.15:02:52:31
4,812.89:02:52:49
4,813.08:02:53:01
4,815.53:02:53:17
4,815.55:02:53:33
4,817.77:02:53:45
4,817.61:02:54:00
4,819.35:02:54:20
4,823.45:02:54:37
4,823.17:02:54:49
4,823.35:02:55:06
4,823.91:02:55:24
4,823.92:02:55:32
4,823.85:02:55:45
4,824.28:02:56:04
4,823.64:02:56:15
4,823.14:02:56:34
4,824.22:02:56:48
4,825.81:02:57:03
4,828.08:02:57:17
4,826.35:02:57:31
4,827.82:02:57:48
4,821.66:02:59:48
4,823.92:03:01:29
4,824.92:03:01:31
4,826.22:03:01:49
4,827.17:03:02:04
4,826.63:03:02:18
4,824.64:03:02:47
4,824.87:03:03:01
4,824.76:03:03:15
4,821.55:03:03:31
4,821.51:03:03:49
4,821.82:03:04:04
4,823.97:03:04:14
4,823.97:03:04:14
4,821.51:03:04:34
4,821.75:03:04:48
4,822.26:03:05:05
4,822.18:03:05:19
4,822.12:03:05:32
4,822.02:03:05:47
4,824.82:03:06:09
4,823.65:03:06:33
4,824.69:03:07:28
4,825.32:03:07:36
4,823.24:03:07:54
4,823.01:03:08:08
4,824.59:03:08:24
4,825.05:03:08:31
4,825.01:03:08:47
4,825.18:03:09:01
4,823.38:03:09:16
4,825.19:03:09:34
4,825.29:03:10:34
4,825.30:03:10:47
4,826.05:03:11:00
4,826.09:03:11:16
4,825.19:03:11:31
4,825.13:03:11:46
4,823.87:03:12:04
4,823.62:03:12:20
4,824.79:03:12:35
4,824.59:03:12:47
4,823.83:03:13:02
4,824.22:03:13:18
4,824.69:03:13:47
4,825.51:03:14:11
4,822.89:03:14:25
4,824.25:03:14:34
4,826.26:03:14:47
4,827.07:03:15:02
4,825.97:03:15:20
4,827.53:03:19:03
4,826.96:03:19:27
4,828.67:03:19:57
4,830.81:03:20:44
4,832.09:03:21:17
4,831.65:03:21:42
4,828.97:03:22:06
4,830.21:03:22:30
4,830.43:03:22:52
4,830.69:03:23:14
4,831.46:03:23:37
4,830.01:03:23:56
4,829.73:03:24:19
4,830.52:03:24:43
4,829.91:03:25:08
4,826.11:03:25:36
4,829.80:03:25:57
4,830.89:03:26:21
4,830.38:03:26:46
4,826.74:03:27:01
4,829.44:03:27:27
4,827.79:03:27:45
4,827.52:03:27:59
4,827.93:03:28:14
4,827.79:03:28:34
4,829.15:03:29:00
4,827.61:03:29:03
4,830.61:03:29:18
4,831.56:03:29:32
4,829.98:03:29:47
4,827.02:03:30:02
4,827.94:12:27:59
4,863.49:10:14:05
4,864.42:10:14:25
4,866.61:10:14:37
4,866.06:10:15:02
4,866.62:10:15:14
4,866.92:10:15:27
4,867.29:10:15:39
4,867.21:10:16:01
4,867.76:10:16:16
4,865.78:10:17:11
4,860.11:10:18:08
4,862.85:10:18:23
4,860.53:10:18:38
4,864.34:10:18:58
4,864.19:10:19:10
4,864.32:10:19:22
4,864.01:10:19:49
4,863.84:10:20:10
4,864.13:10:20:21
4,864.16:10:20:37
4,864.13:10:20:51
4,863.18:10:21:06
4,863.38:10:21:20
4,863.23:10:21:35
4,862.25:10:21:54
4,862.20:10:22:06
4,863.32:10:22:37
4,863.72:10:22:54
4,864.08:10:23:10
4,864.10:10:23:20
4,864.00:10:23:35
4,863.41:10:24:09
4,864.26:10:24:32
4,864.23:10:24:42
4,864.26:10:25:06
4,860.69:10:25:22
4,861.33:10:25:38
4,861.08:10:25:51
4,863.28:10:26:13
4,862.85:10:26:29
4,861.15:10:26:41
4,860.96:10:26:54
4,860.44:10:27:05
4,860.98:10:27:32
4,860.77:10:28:07
4,860.80:10:28:23
4,859.85:10:28:43
4,858.75:10:28:55
4,854.37:10:29:07
4,854.38:10:29:24
4,854.61:10:29:40
4,859.02:10:30:01
4,858.85:10:30:13
4,857.66:10:30:50
4,860.18:10:31:02
4,860.02:10:31:15
4,859.53:10:31:27
4,855.52:10:31:40
4,855.43:10:31:54
4,855.39:10:32:07
4,859.39:10:32:26
4,858.69:10:32:38
4,857.14:10:32:54
4,857.10:10:33:10
4,857.35:10:33:22
4,857.08:10:33:38
4,857.72:10:33:54
4,860.47:10:34:10
4,860.99:10:34:28
4,863.81:10:34:38
4,863.76:10:34:50
4,863.57:10:35:13
4,861.30:10:35:20
4,860.98:10:35:48
4,860.89:10:36:01
4,860.79:10:36:15
4,860.96:10:36:28
4,861.11:10:36:41
4,861.20:10:36:54
4,861.34:10:37:20
4,861.11:10:37:27
4,857.39:10:37:42
4,857.38:10:38:23
4,862.18:10:38:41
4,861.56:10:38:59
4,862.34:10:39:20
4,863.46:10:39:57
4,860.56:10:40:18
4,861.02:10:40:34
4,864.56:10:40:52
4,865.51:10:41:12
4,865.68:10:41:42
4,865.57:10:42:06
4,866.08:10:42:23
4,866.45:10:43:16
4,867.22:10:43:35
:10:44:49
4,868.38:10:44:54
4,868.19:10:45:08
4,869.11:10:45:26
4,868.84:10:45:38
4,868.83:10:45:58
4,868.87:10:46:15
4,868.72:10:46:27
4,869.17:10:46:38
4,870.27:10:47:03
4,870.52:10:47:17
4,869.77:10:47:27
4,869.98:10:47:39
4,870.93:10:47:55
4,870.87:10:48:10
4,870.28:10:48:26
4,870.35:10:48:40
4,870.55:10:48:57
4,870.60:10:49:10
4,872.45:10:49:26
4,872.50:10:49:36
4,870.55:10:49:50
4,873.85:10:50:07
4,872.99:10:50:25
4,872.98:10:50:38
4,873.52:10:50:54
4,874.87:10:51:08
4,875.38:10:51:23
4,875.40:10:51:41
4,875.39:10:51:55
4,875.74:10:52:10
4,874.56:10:52:28
4,871.93:10:52:42
4,871.91:10:52:58
4,873.77:10:53:09
4,874.77:10:53:25
4,874.66:10:53:37
4,873.98:10:54:08
4,873.82:10:54:25
4,872.79:10:54:39
4,870.33:10:54:57
4,872.53:10:55:09
4,872.74:10:55:27
4,869.88:10:55:41
4,869.19:10:55:55
4,869.88:10:55:56
4,869.19:10:56:03
4,869.57:10:56:12
4,869.76:10:56:26
4,870.02:10:56:42
4,869.07:10:57:00
4,868.80:10:57:05
4,869.68:10:57:21
4,869.45:10:57:38
4,869.11:10:57:56
4,869.56:10:58:08
4,868.37:10:58:25
4,868.64:10:58:41
4,867.16:10:58:54
4,867.10:10:59:09
4,868.51:10:59:25
4,868.90:10:59:43
4,868.92:10:59:56
:11:01:24
4,865.65:11:07:49
4,865.15:11:08:06
4,863.79:11:08:12
4,864.06:11:08:21
4,864.03:11:08:36
4,863.53:11:08:53
4,863.71:11:09:08
4,863.85:11:09:24
:11:10:02
4,865.57:11:13:09
4,866.82:11:13:25
4,866.71:11:13:39
4,866.72:11:13:55
4,863.15:11:14:09
4,865.86:11:14:35
4,862.89:11:14:42
4,862.78:11:14:57
4,863.00:11:15:13
4,862.88:11:15:29
4,863.08:11:15:47
4,863.12:11:15:58
4,865.81:11:16:08
4,863.66:11:16:23
4,863.73:11:16:37
4,867.07:11:16:53
4,867.08:11:17:08
4,867.04:11:17:25
4,867.26:11:17:40
4,863.82:11:17:57
4,862.85:11:18:10
4,862.79:11:18:28
4,862.84:11:18:43
4,862.81:11:18:57
4,862.95:11:19:15
4,861.85:11:19:23
4,862.10:11:19:38
4,860.38:11:19:53
4,860.30:11:20:10
4,860.69:11:20:24
4,863.44:11:20:38
4,863.37:11:20:54
4,860.62:11:21:12
4,859.64:11:21:39
4,859.60:11:21:57
4,863.71:11:22:11
4,861.96:11:22:28
4,861.85:11:22:54
4,861.83:11:23:08
4,860.16:11:24:09
4,861.80:11:24:24
4,862.00:11:24:41
4,861.94:11:25:12
4,862.30:11:25:28
4,862.52:11:25:42
4,862.31:11:25:59
4,860.60:11:26:32
4,860.24:11:26:54
4,862.34:11:27:18
4,866.18:11:27:25
4,864.61:11:27:39
4,864.50:11:27:55
4,862.86:11:28:25
4,862.63:11:28:43
4,862.67:11:28:58
4,862.79:11:29:15
4,865.23:11:29:40
4,865.86:11:29:54
4,862.93:11:30:10
4,861.89:11:30:27
4,862.98:11:30:41
4,862.71:11:30:59
4,865.11:11:31:13
4,865.01:11:31:27
4,865.07:11:31:45
4,864.98:11:32:01
4,864.88:11:32:10
4,865.82:11:32:23
4,865.74:11:32:39
4,865.70:11:32:57
4,865.79:11:33:25
4,865.69:11:34:16
4,865.85:11:35:51
4,865.80:11:35:56
4,862.34:11:36:26
4,862.46:11:36:57
4,862.79:11:37:13
4,862.81:11:37:28
4,862.63:11:38:01
4,862.74:11:38:16
4,861.77:11:38:26
4,861.79:11:38:42
4,862.93:11:38:57
4,863.59:11:39:28
4,863.53:11:39:42
4,863.52:11:40:00
4,862.98:11:40:38
4,866.78:11:40:56
4,867.51:11:41:12
4,867.42:11:41:25
4,867.63:11:41:41
4,867.64:11:41:58
4,866.46:11:42:14
4,866.39:11:42:26
4,866.33:11:42:49
4,866.21:11:43:13
4,867.76:11:43:31
4,867.80:11:43:47
4,863.41:11:43:58
4,863.65:11:44:15
4,863.60:11:44:26
4,869.09:11:44:44
4,865.73:11:44:57
4,865.58:11:45:19
4,865.57:11:45:29
4,865.88:11:45:47
4,865.57:11:46:02
4,868.19:11:46:14
4,868.63:11:46:30
4,868.59:11:46:39
4,868.50:11:47:01
4,868.66:11:47:13
4,868.69:11:47:28
4,868.65:11:47:41
4,868.69:11:47:56
4,868.83:11:48:12
4,865.85:11:48:27
4,866.64:11:48:44
4,867.01:11:48:57
4,867.12:11:49:13
4,865.83:11:49:28
4,866.37:11:50:02
4,867.39:11:50:11
4,867.56:11:50:27
4,867.32:11:50:41
4,867.52:11:50:57
4,867.27:11:51:31
4,866.50:11:51:43
4,867.25:11:52:04
4,867.27:11:52:13
4,868.02:11:52:32
4,867.28:11:52:47
4,866.18:11:53:19
4,865.16:11:53:30
4,865.14:11:53:41
4,865.75:11:53:58
4,865.91:11:54:10
4,865.78:11:54:35
4,865.94:11:54:47
4,864.84:11:55:00
4,864.73:11:55:12
4,865.04:11:55:49
4,864.40:11:56:03
4,864.43:11:56:15
4,864.41:11:56:29
4,864.69:11:57:11
4,864.70:11:57:24
4,864.50:11:57:35
4,863.26:11:57:49
4,863.33:11:58:02
4,863.32:11:58:15
4,863.36:11:58:27
4,863.20:11:59:04
4,863.32:11:59:16
